area_sqft,bhk,location,price,price_unit,property_type,scraped_at,title,url
1351,3,Ahmedabad,1.25,Cr,Apartment,2026-02-19T17:35:55.379342,"3 BHK  2457 Sq-ft  Flat  For SaleChharodi, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2457-Sq-ft-Multistorey-Apartment-FOR-Sale-Chharodi-in-Ahmedabad&id=4d423833343630383331
1454,3,Ahmedabad,1.60,Cr,Apartment,2026-02-19T17:35:58.926671,"3 BHK  2645 Sq-ft  Flat  For SaleDevnagar, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2645-Sq-ft-Multistorey-Apartment-FOR-Sale-Devnagar-in-Ahmedabad&id=4d423731363235343537
1120,3,Jaipur,53.8,Lac,Apartment,2026-02-19T17:35:59.106387,"3 BHK Flat For Sale inGovindam Paradise,, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1120-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423833343538353237
680,2,Kolkata,55.0,Lac,Apartment,2026-02-19T17:35:59.678392,"2 BHK Flat  For Sale in Godrej Prakriti,Barrackpore, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Barrackpore-in-Kolkata&id=4d423832383430363835
2250,3,Jaipur,90.0,Lac,Apartment,2026-02-19T17:36:03.081508,"3 BHK Builder Floor For Sale inChitrakootChitrakoot, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-2250-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chitrakoot-in-Jaipur&id=4d423833343537393837
968,3,Ahmedabad,72.0,Lac,Apartment,2026-02-19T17:36:03.327766,"3 BHK  1750 Sq-ft  Flat  For SaleShela, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Shela-in-Ahmedabad&id=4d423738353535333131
760,2,Kolkata,32.0,Lac,Apartment,2026-02-19T17:36:04.149455,"2 BHK Flat For Sale inGarfa Main Road, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-760-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Kolkata&id=4d423832353437323139
2286,3,Ahmedabad,1.11,Cr,Apartment,2026-02-19T17:36:07.632746,"3 BHK Flat For Sale inHari Om Shantam ParmeshwarVandematram Arcade, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2286-Sq-ft-Multistorey-Apartment-FOR-Sale-Vandematram-Arcade-in-Ahmedabad&id=4d423736353931393035
950,2,Kolkata,75.0,Lac,Apartment,2026-02-19T17:36:08.034103,"760 Sq-ft  2 BHK Flat  For Sale inKankurgachi, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-760-Sq-ft-Multistorey-Apartment-FOR-Sale-Kankurgachi-in-Kolkata&id=4d423737313936373635
790,2,Jaipur,40.0,Lac,Apartment,2026-02-19T17:36:08.472722,"2 BHK Flat  For Sale in Vardhman Sampada,Gandhi Path, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Gandhi-Path-in-Jaipur&id=4d423833343536303635
800,2,Kolkata,50.0,Lac,Multistorey Apartment,2026-02-19T17:36:11.192793,"2 BHK Flat For Sale inHazra Road, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Hazra-Road-in-Kolkata&id=4d423735363233343139
700,2,Jaipur,40.0,Lac,Apartment,2026-02-19T17:36:12.083904,"2 BHK Flat  For Sale in Pratham,Mansarovar Extension, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423833343535383737
766,3,Ahmedabad,51.2,Lac,Apartment,2026-02-19T17:36:13.575213,"3 BHK  1463 Sq-ft  Flat  For SaleShela, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1463-Sq-ft-Multistorey-Apartment-FOR-Sale-Shela-in-Ahmedabad&id=4d423833303732393037
840,3,Jaipur,1.10,Cr,Villa,2026-02-19T17:36:14.947114,"3 BHK Owner Residential House  For SaleBlock F Chitrakoot, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Residential-House-FOR-Sale-Block-F-Chitrakoot-in-Jaipur&id=4d423833343531353635
710,2,Kolkata,70.0,Lac,Apartment,2026-02-19T17:36:16.389086,"2 BHK Flat  For Sale in Greenfield Ambition,Action Area 2D, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-710-Sq-ft-Multistorey-Apartment-FOR-Sale-Action-Area-2D-in-Kolkata&id=4d423833303632373935
806,2,Jaipur,75.0,Lac,Apartment,2026-02-19T17:36:18.029465,"2 BHK Flat  For Sale in Vrinda Gardens,Kho Nagoriyan, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-1175-Sq-ft-Multistorey-Apartment-FOR-Sale-Kho-Nagoriyan-in-Jaipur&id=4d423833343533363233
2645,3,Ahmedabad,1.68,Cr,Apartment,2026-02-19T17:36:18.246713,"3 BHK Flat For Sale inSuper ShaligramSG Highway, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2645-Sq-ft-Multistorey-Apartment-FOR-Sale-SG-Highway-in-Ahmedabad&id=4d423832303538303737
720,2,Kolkata,16.0,Lac,Apartment,2026-02-19T17:36:20.116346,2 BHK Flat For Sale inKolkata,https://www.magicbricks.com/propertyDetails/2-BHK-720-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Kolkata&id=4d423738313630353931
925,2,Jaipur,1.27,Cr,Apartment,2026-02-19T17:36:22.628352,"2 BHK  1513 Sq-ft  Flat  For SaleShipra Path, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-1513-Sq-ft-Multistorey-Apartment-FOR-Sale-Shipra-Path-in-Jaipur&id=4d423833343534313335
1386,3,Ahmedabad,1.76,Cr,Apartment,2026-02-19T17:36:23.987709,"3 BHK  2520 Sq-ft  Flat  For Sale inScience City, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2520-Sq-ft-Multistorey-Apartment-FOR-Sale-Science-City-in-Ahmedabad&id=4d423738373235313835
1570,3,Jaipur,1.03,Cr,Villa,2026-02-19T17:36:25.404925,"3 BHK Flat For Sale inGoliyawas, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1570-Sq-ft-Multistorey-Apartment-FOR-Sale-Goliyawas-in-Jaipur&id=4d423833343534303535
476,2,Kolkata,31.0,Lac,Apartment,2026-02-19T17:36:25.523850,"775 Sq-ft  2 BHK Flat  For Sale inJoka, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-775-Sq-ft-Multistorey-Apartment-FOR-Sale-Joka-in-Kolkata&id=4d423832393331383739
1621,3,Jaipur,1.30,Cr,Apartment,2026-02-19T17:36:29.212291,"3 BHK  1621 Sq-ft  Flat  For SaleNirman Nagar, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1621-Sq-ft-Multistorey-Apartment-FOR-Sale-Nirman-Nagar-in-Jaipur&id=4d423833343036363733
2360,3,Ahmedabad,1.46,Cr,Apartment,2026-02-19T17:36:29.296335,"3 BHK Flat For Sale inHorizon Ornate PearlMotera Koteshwar Road, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-334-Sq-yrd-Multistorey-Apartment-FOR-Sale-Motera-Koteshwar-Road-in-Ahmedabad&id=4d423833303336353533
873,2,Kolkata,97.0,Lac,Apartment,2026-02-19T17:36:29.590639,"2 BHK Flat  For Sale in Sandhu Ekam Amar Sansaar,Bosepukur, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-1091-Sq-ft-Multistorey-Apartment-FOR-Sale-Bosepukur-in-Kolkata&id=4d423830383139323937
1700,3,Ahmedabad,79.0,Lac,Apartment,2026-02-19T17:36:33.554330,"3 BHK  1700 Sq-ft  Flat  For SaleShela, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Shela-in-Ahmedabad&id=4d423832333231303635
1010,3,Kolkata,55.0,Lac,Apartment,2026-02-19T17:36:34.214356,"3 BHK Flat For Sale inSiddha TownRajarhat, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1010-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423832393034393939
1073,2,Jaipur,54.7,Lac,Apartment,2026-02-19T17:36:34.284831,"2 BHK Flat For Sale inGangaa Kotecha Royal GravitazVaishali Nagar, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-1073-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423833333730343235
1275,2,Ahmedabad,49.7,Lac,Apartment,2026-02-19T17:36:39.654805,"2 BHK  1275 Sq-ft  Flat  For SaleGhuma, Ahmedabad",https://www.magicbricks.com/propertyDetails/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Ghuma-in-Ahmedabad&id=4d423830393737393737
1121,2,Kolkata,72.0,Lac,Apartment,2026-02-19T17:36:40.039350,"2 BHK Flat  For Sale in Siddha Galaxia,Rajarhat, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-1121-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423833303435363631
677,2,Jaipur,27.0,Lac,Villa,2026-02-19T17:36:40.098102,"2 BHK  For Sale in Parth City,Kalwar Road, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-777-Sq-ft-Villa-FOR-Sale-Kalwar-Road-in-Jaipur&id=4d423833333936363035
1500,3,Jaipur,59.0,Lac,Apartment,2026-02-19T17:36:43.328420,"3 BHK  For Sale in Ganpatis Paradise City,Jhotwara, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Villa-FOR-Sale-Jhotwara-in-Jaipur&id=4d423833333831393839
2835,3,Ahmedabad,1.61,Cr,Apartment,2026-02-19T17:36:44.248245,"3 BHK  2835 Sq-ft  Flat  For Sale inShilaj, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2835-Sq-ft-Multistorey-Apartment-FOR-Sale-Shilaj-in-Ahmedabad&id=4d423739393336383839
800,2,Kolkata,47.0,Lac,Apartment,2026-02-19T17:36:46.473543,"800 Sq-ft  2 BHK Flat  For Sale inTagore Park, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Sale-Tagore-Park-in-Kolkata&id=4d423833313138353033
1516,3,Jaipur,58.0,Lac,Apartment,2026-02-19T17:36:46.800773,"3 BHK  1516 Sq-ft  Flat  For Sale inJagatpura, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1516-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423833333736393035
1764,3,Ahmedabad,1.25,Cr,Apartment,2026-02-19T17:36:48.473133,"3 BHK  1764 Sq-ft  Flat  For Sale inThaltej, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1764-Sq-ft-Multistorey-Apartment-FOR-Sale-Thaltej-in-Ahmedabad&id=4d423833333430313435
985,2,Jaipur,42.0,Lac,Villa,2026-02-19T17:36:49.231019,2 BHK Flat For Sale inJaipur,https://www.magicbricks.com/propertyDetails/2-BHK-985-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423833343238393933
1260,2,Kolkata,44.0,Lac,Apartment,2026-02-19T17:36:50.467461,"2 BHK Flat For Sale inThakurpukur, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Thakurpukur-in-Kolkata&id=4d423832393738323031
1850,3,Jaipur,1.40,Cr,Apartment,2026-02-19T17:36:52.589209,"3 BHK  1850 Sq-ft  Flat  For Sale inShyam Nagar, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1850-Sq-ft-Multistorey-Apartment-FOR-Sale-Shyam-Nagar-in-Jaipur&id=4d423833333837353839
2361,3,Ahmedabad,1.20,Cr,Apartment,2026-02-19T17:36:52.843798,"3 BHK  2361 Sq-ft  Flat  For SaleGota, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2361-Sq-ft-Multistorey-Apartment-FOR-Sale-Gota-in-Ahmedabad&id=4d423830313439353033
1100,3,Kolkata,1.25,Cr,Apartment,2026-02-19T17:36:54.636328,"3 BHK Villa For Sale inMerlin GreensDiamond Harbour Road, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Villa-FOR-Sale-Diamond-Harbour-Road-in-Kolkata&id=4d423833303332333635
1036,2,Jaipur,46.6,Lac,Apartment,2026-02-19T17:36:56.537604,"2 BHK  1036 Sq-ft  Flat  For Sale inSirsi Road, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-1036-Sq-ft-Multistorey-Apartment-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423833343137383731
445,3,Ahmedabad,65.0,Lac,Apartment,2026-02-19T17:36:57.557431,"3 BHK  1300 Sq-ft  Flat  For SaleDigvijaynagar, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Digvijaynagar-in-Ahmedabad&id=4d423832353337383335
1240,3,Kolkata,1.05,Cr,Apartment,2026-02-19T17:36:57.604823,"3 BHK  For Sale in Arizuma Southern Vista,Rajpur Sonarpur, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1458-Sq-ft-Villa-FOR-Sale-Rajpur-Sonarpur-in-Kolkata&id=4d423833303331373335
1100,2,Jaipur,35.0,Lac,Villa,2026-02-19T17:37:00.265747,2 BHK Flat For Sale inJaipur,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Jaipur&id=4d423833343430363035
970,3,Ahmedabad,87.0,Lac,Apartment,2026-02-19T17:37:01.629445,"3 BHK  1755 Sq-ft  Flat  For Sale inSouth Bopal, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1755-Sq-ft-Multistorey-Apartment-FOR-Sale-South-Bopal-in-Ahmedabad&id=4d423638353036353535
1100,3,Kolkata,48.0,Lac,Apartment,2026-02-19T17:37:02.102494,"3 BHK Flat  For Sale in Shree Ganeshaya Infra SGIL Gardenia,Narendrapur, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Narendrapur-in-Kolkata&id=4d423733393430353333
2000,3,Jaipur,90.0,Lac,Villa,2026-02-19T17:37:04.020132,"3 BHK Villa For Sale inKedias THE KOTHISirsi Road, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Villa-FOR-Sale-Sirsi-Road-in-Jaipur&id=4d423833343435323539
2360,3,Ahmedabad,1.45,Cr,Apartment,2026-02-19T17:37:05.979113,"3 BHK Flat For Sale inMotera, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-277-Sq-yrd-Multistorey-Apartment-FOR-Sale-Motera-in-Ahmedabad&id=4d423832303239363331
618,2,Kolkata,75.0,Lac,Apartment,2026-02-19T17:37:07.027312,"2 BHK Flat  For Sale in Loharuka Urban Vista,Rajarhat, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-681-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423832393231393535
1250,3,Jaipur,5.5,Lac,Apartment,2026-02-19T17:37:07.643683,"3 BHK Flat  For Sale in Sita Mansion,Chitrakoot, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Chitrakoot-in-Jaipur&id=4d423833343439343339
1118,3,Ahmedabad,1.20,Cr,Apartment,2026-02-19T17:37:10.440802,"3 BHK  2046 Sq-ft  Flat  For SaleTragad, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2046-Sq-ft-Multistorey-Apartment-FOR-Sale-Tragad-in-Ahmedabad&id=4d423832383332343035
700,2,Kolkata,23.0,Lac,Apartment,2026-02-19T17:37:10.466278,"700 Sq-ft  2 BHK Flat  For Sale inNagerbazar, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Sale-Nagerbazar-in-Kolkata&id=4d423833313437353931
1261,3,Jaipur,1.07,Cr,Apartment,2026-02-19T17:37:12.776198,"3 BHK  1561 Sq-ft  Flat  For SaleSwami Vihar, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1561-Sq-ft-Multistorey-Apartment-FOR-Sale-Swami-Vihar-in-Jaipur&id=4d423832303834313439
1750,3,Ahmedabad,99.2,Lac,Apartment,2026-02-19T17:37:14.156091,"3 BHK Flat For Sale inKadamb LavishSG Highway, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-248-Sq-yrd-Multistorey-Apartment-FOR-Sale-SG-Highway-in-Ahmedabad&id=4d423739333033363533
1550,3,Kolkata,45.0,Lac,Apartment,2026-02-19T17:37:16.365290,"3 BHK Flat For Sale inBansdroni, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Bansdroni-in-Kolkata&id=4d423832323932313533
1522,3,Jaipur,89.0,Lac,Apartment,2026-02-19T17:37:17.244617,"3 BHK  1522 Sq-ft  Flat  For SaleMansarovar Extension, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1522-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423830373339393033
1895,3,Ahmedabad,85.3,Lac,Apartment,2026-02-19T17:37:18.713919,"3 BHK  1895 Sq-ft  Flat  For Sale inSouth Bopal, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1895-Sq-ft-Multistorey-Apartment-FOR-Sale-South-Bopal-in-Ahmedabad&id=4d423832333231383531
900,2,Kolkata,68.0,Lac,Apartment,2026-02-19T17:37:20.886584,"2 BHK Flat  For Sale in Imarat Nest,Haltu, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-1040-Sq-ft-Multistorey-Apartment-FOR-Sale-Haltu-in-Kolkata&id=4d423232353339303535
1948,3,Jaipur,2.32,Cr,Apartment,2026-02-19T17:37:21.336962,"3 BHK  1948 Sq-ft  Flat  For SaleC-Scheme, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1948-Sq-ft-Multistorey-Apartment-FOR-Sale-C-Scheme-in-Jaipur&id=4d423832303736343233
2160,3,Ahmedabad,97.2,Lac,Apartment,2026-02-19T17:37:24.532752,"3 BHK Flat For Sale inKavisha The PortraitShela, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2160-Sq-ft-Multistorey-Apartment-FOR-Sale-Shela-in-Ahmedabad&id=4d423738373036303633
776,2,Kolkata,28.0,Lac,Apartment,2026-02-19T17:37:24.969751,"2 BHK Flat For Sale inSonarpur, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-776-Sq-ft-Multistorey-Apartment-FOR-Sale-Sonarpur-in-Kolkata&id=4d423832363636333239
1482,3,Jaipur,71.1,Lac,Apartment,2026-02-19T17:37:26.522525,"3 BHK Flat For Sale inRGB ALTURA IVDholai, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1482-Sq-ft-Multistorey-Apartment-FOR-Sale-Dholai-in-Jaipur&id=4d423831323839313431
950,2,Kolkata,45.0,Lac,Apartment,2026-02-19T17:37:27.206340,2 BHK Flat For Sale inKolkata,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Kolkata&id=4d423832303337383233
1817,3,Ahmedabad,88.1,Lac,Apartment,2026-02-19T17:37:28.094117,"3 BHK Flat For Sale inShilaj, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1817-Sq-ft-Multistorey-Apartment-FOR-Sale-Shilaj-in-Ahmedabad&id=4d423733383137333831
985,2,Jaipur,42.0,Lac,Apartment,2026-02-19T17:37:31.011461,"2 BHK Flat For Sale inRuheen RoyalsJagatpura, Jaipur",https://www.magicbricks.com/propertyDetails/2-BHK-985-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423832333137373333
1170,2,Kolkata,94.0,Lac,Apartment,2026-02-19T17:37:32.059371,"2 BHK  House For Sale inHowrah, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-1170-Sq-ft-Residential-House-FOR-Sale-Howrah-in-Kolkata&id=4d423530333836353730
737,3,Ahmedabad,60.0,Lac,Apartment,2026-02-19T17:37:33.630342,"3 BHK  1340 Sq-ft  Flat  For SaleShela, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Shela-in-Ahmedabad&id=4d423833313934343537
1500,3,Jaipur,85.0,Lac,Apartment,2026-02-19T17:37:34.384272,"3 BHK  1700 Sq-ft  Flat  For SaleJagatpura, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423736303136363937
548,2,Kolkata,30.0,Lac,Apartment,2026-02-19T17:37:36.111342,"2 BHK Flat  For Sale in Hiland Greens,Maheshtala, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-712-Sq-ft-Multistorey-Apartment-FOR-Sale-Maheshtala-in-Kolkata&id=4d423533303835333931
1480,3,Ahmedabad,80.0,Lac,Apartment,2026-02-19T17:37:38.167078,"3 BHK  200 Sq-yrd  Flat  For Sale inVaishnodevi Circle, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-200-Sq-yrd-Multistorey-Apartment-FOR-Sale-Vaishnodevi-Circle-in-Ahmedabad&id=4d423833313136323835
1752,3,Jaipur,1.0,Cr,Apartment,2026-02-19T17:37:38.862056,"3 BHK  1752 Sq-ft  Flat  For SaleMansarovar Extension, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1752-Sq-ft-Multistorey-Apartment-FOR-Sale-Mansarovar-Extension-in-Jaipur&id=4d423833333930353835
1490,3,Kolkata,1.20,Cr,Apartment,2026-02-19T17:37:39.797015,"3 BHK Flat For Sale inMayfair TulipMadurdaha, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1490-Sq-ft-Multistorey-Apartment-FOR-Sale-Madurdaha-in-Kolkata&id=4d423737363630363639
1286,3,Jaipur,47.0,Lac,Apartment,2026-02-19T17:37:41.595791,"3 BHK  1286 Sq-ft  Flat  For SaleSiroli, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1286-Sq-ft-Multistorey-Apartment-FOR-Sale-Siroli-in-Jaipur&id=4d423833343532373339
1510,3,Ahmedabad,69.0,Lac,Apartment,2026-02-19T17:37:42.341799,"3 BHK Flat For Sale in Shilp Revanta,Shela, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-1510-Sq-ft-Multistorey-Apartment-FOR-Sale-Shela-in-Ahmedabad&id=4d423833343130313931
900,2,Kolkata,57.0,Lac,Apartment,2026-02-19T17:37:42.826089,"2 BHK Flat  For Sale in Sweet Hut Shantiniketan Apartment,Rajarhat, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-1036-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarhat-in-Kolkata&id=4d423736333130363235
2443,3,Jaipur,1.58,Cr,Apartment,2026-02-19T17:37:44.388101,"3 BHK Flat For Sale in Manglam Rambagh,Jagatpura, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-2443-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423833303132323639
2250,3,Ahmedabad,1.01,Cr,Apartment,2026-02-19T17:37:45.873146,"3 BHK Flat For Sale inAavishkaar Atlantis elevateVaishnodevi Circle, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2250-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishnodevi-Circle-in-Ahmedabad&id=4d423830363737353939
1313,3,Kolkata,90.0,Lac,Apartment,2026-02-19T17:37:46.126505,"3 BHK Flat  For Sale in Adya Pearl Residency,Naktala, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1520-Sq-ft-Multistorey-Apartment-FOR-Sale-Naktala-in-Kolkata&id=4d423833303234393537
1114,3,Jaipur,1.03,Cr,Apartment,2026-02-19T17:37:49.559273,"3 BHK  1800 Sq-ft  Flat  For SaleJagatpura, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423832323135333033
1705,3,Kolkata,1.35,Cr,Apartment,2026-02-19T17:37:49.641260,"1705 Sq-ft  3 BHK Flat  For Sale inGolf Club Road, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Sale-Golf-Club-Road-in-Kolkata&id=4d423639363234383733
2475,3,Ahmedabad,1.98,Cr,Apartment,2026-02-19T17:37:50.384044,"3 BHK Flat For Sale inRatnanjali Hastinapur The Royal LegacyPrahlad Nagar, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2475-Sq-ft-Multistorey-Apartment-FOR-Sale-Prahlad-Nagar-in-Ahmedabad&id=4d423831343237353331
717,2,Kolkata,37.5,Lac,Apartment,2026-02-19T17:37:52.636435,"2 BHK Flat  For Sale in Dream Villa,Tollygunge, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-957-Sq-ft-Multistorey-Apartment-FOR-Sale-Tollygunge-in-Kolkata&id=4d423637373032393239
1321,3,Jaipur,1.31,Cr,Apartment,2026-02-19T17:37:53.578816,"3 BHK  2153 Sq-ft  Flat  For SaleVaishali Nagar, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-2153-Sq-ft-Multistorey-Apartment-FOR-Sale-Vaishali-Nagar-in-Jaipur&id=4d423735343231323939
2847,3,Ahmedabad,2.53,Cr,Apartment,2026-02-19T17:37:54.266967,"3 BHK Flat For Sale inOeuvre IconicBodakdev, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2847-Sq-ft-Multistorey-Apartment-FOR-Sale-Bodakdev-in-Ahmedabad&id=4d423738383437333539
890,2,Kolkata,30.0,Lac,Apartment,2026-02-19T17:37:55.742347,"2 BHK Flat For Sale inArabinda Sarani, Kolkata",https://www.magicbricks.com/propertyDetails/2-BHK-890-Sq-ft-Multistorey-Apartment-FOR-Sale-Arabinda-Sarani-in-Kolkata&id=4d423732343433363039
1898,3,Jaipur,1.27,Cr,Apartment,2026-02-19T17:37:57.466911,"3 BHK  1898 Sq-ft  Flat  For SaleJagatpura, Jaipur",https://www.magicbricks.com/propertyDetails/3-BHK-1898-Sq-ft-Multistorey-Apartment-FOR-Sale-Jagatpura-in-Jaipur&id=4d423731373530313135
2046,3,Ahmedabad,1.02,Cr,Apartment,2026-02-19T17:37:58.019611,"3 BHK Flat For Sale inAdani AugustaTragad, Ahmedabad",https://www.magicbricks.com/propertyDetails/3-BHK-2046-Sq-ft-Multistorey-Apartment-FOR-Sale-Tragad-in-Ahmedabad&id=4d423738383030333035
930,3,Kolkata,38.0,Lac,Apartment,2026-02-19T17:37:59.430495,"930 Sq-ft  3 BHK Flat  For Sale inBhasa, Kolkata",https://www.magicbricks.com/propertyDetails/3-BHK-930-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Kolkata&id=4d423734393435303939
